Year,113 Cause Name,Cause Name,State,Deaths,Age-adjusted Death Rate
2017,Cerebrovascular diseases (I60-I69),Stroke,Louisiana,2460.00,47.4
2017,Cerebrovascular diseases (I60-I69),Stroke,Maine,736.00,37.5
2017,Cerebrovascular diseases (I60-I69),Stroke,Maryland,2820.00,40.2
2017,Cerebrovascular diseases (I60-I69),Stroke,Massachusetts,2367.00,26.5
2017,Cerebrovascular diseases (I60-I69),Stroke,Michigan,5002.00,39.3
2017,Cerebrovascular diseases (I60-I69),Stroke,Minnesota,2250.00,32.6
2017,Cerebrovascular diseases (I60-I69),Stroke,Mississippi,1723.00,51.1
2017,Cerebrovascular diseases (I60-I69),Stroke,Missouri,3159.00,41
2017,Cerebrovascular diseases (I60-I69),Stroke,Montana,487.00,35.6
2017,Cerebrovascular diseases (I60-I69),Stroke,Nebraska,760.00,31.5
2017,Cerebrovascular diseases (I60-I69),Stroke,Nevada,1137.00,35.9
2017,Cerebrovascular diseases (I60-I69),Stroke,New Hampshire,514.00,28.9
2017,Cerebrovascular diseases (I60-I69),Stroke,New Jersey,3474.00,30.2
2017,Cerebrovascular diseases (I60-I69),Stroke,New Mexico,878.00,34.8
2017,Cerebrovascular diseases (I60-I69),Stroke,New York,6264.00,24.6
2017,Cerebrovascular diseases (I60-I69),Stroke,North Carolina,5098.00,43
2017,Cerebrovascular diseases (I60-I69),Stroke,North Dakota,337.00,35.4
2017,Cerebrovascular diseases (I60-I69),Stroke,Ohio,6425.00,42.8
2017,Cerebrovascular diseases (I60-I69),Stroke,Oklahoma,1947.00,43.3
2017,Cerebrovascular diseases (I60-I69),Stroke,Oregon,2066.00,39.9
2017,Cerebrovascular diseases (I60-I69),Stroke,Pennsylvania,6700.00,36.5
2017,Cerebrovascular diseases (I60-I69),Stroke,Rhode Island,425.00,29.4
2017,Cerebrovascular diseases (I60-I69),Stroke,South Carolina,2691.00,44.9
2017,Cerebrovascular diseases (I60-I69),Stroke,South Dakota,414.00,36.7
2017,Cerebrovascular diseases (I60-I69),Stroke,Tennessee,3519.00,45
2017,Cerebrovascular diseases (I60-I69),Stroke,Texas,10790.00,41.3
2017,Cerebrovascular diseases (I60-I69),Stroke,Utah,888.00,36.2
2017,Cerebrovascular diseases (I60-I69),Stroke,Vermont,249.00,28.9
2017,Cerebrovascular diseases (I60-I69),Stroke,Virginia,3555.00,37.5
2017,Cerebrovascular diseases (I60-I69),Stroke,Washington,3028.00,36.9
2017,Cerebrovascular diseases (I60-I69),Stroke,West Virginia,1058.00,41.8
2017,Cerebrovascular diseases (I60-I69),Stroke,Wisconsin,2513.00,33.5
2017,Cerebrovascular diseases (I60-I69),Stroke,Wyoming,190.00,28.4
2017,Chronic lower respiratory diseases (J40-J47),CLRD,United States,160201.00,40.9
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Alabama,3484.00,57.8
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Alaska,204.00,35.9
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Arizona,3802.00,42.7
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Arkansas,2517.00,66.7
2017,Chronic lower respiratory diseases (J40-J47),CLRD,California,13881.00,32.2
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Colorado,2604.00,45.6
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Connecticut,1471.00,30.4
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Delaware,526.00,40.8
2017,Chronic lower respiratory diseases (J40-J47),CLRD,District of Columbia,137.00,19.6
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Florida,12619.00,39
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Georgia,4866.00,46.2
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Hawaii,378.00,19
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Idaho,925.00,47.3
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Illinois,5732.00,37.6
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Indiana,4375.00,55.2
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Iowa,1939.00,46.5
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Kansas,1832.00,51.7
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Kentucky,3480.00,64.5
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Louisiana,2467.00,46.6
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Maine,982.00,48.7
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Maryland,2079.00,29.9
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Massachusetts,2842.00,32.5
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Michigan,5688.00,44.3
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Minnesota,2464.00,36.3
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Mississippi,2037.00,58.3
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Missouri,3940.00,50.7
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Montana,752.00,53.5
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Nebraska,1224.00,52.6
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,1633.00,50
2017,Chronic lower respiratory diseases (J40-J47),CLRD,New Hampshire,755.00,43
2017,Chronic lower respiratory diseases (J40-J47),CLRD,New Jersey,3227.00,28.6
2017,Chronic lower respiratory diseases (J40-J47),CLRD,New Mexico,1143.00,44.2
2017,Chronic lower respiratory diseases (J40-J47),CLRD,New York,7258.00,28.9
2017,Chronic lower respiratory diseases (J40-J47),CLRD,North Carolina,5540.00,45.3
2017,Chronic lower respiratory diseases (J40-J47),CLRD,North Dakota,358.00,38.3
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Ohio,7312.00,48.5
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Oklahoma,3035.00,65.9
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Oregon,2088.00,39.7
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Pennsylvania,6667.00,37.1
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Rhode Island,521.00,36.2
2017,Chronic lower respiratory diseases (J40-J47),CLRD,South Carolina,2983.00,47.9
2017,Chronic lower respiratory diseases (J40-J47),CLRD,South Dakota,505.00,45.3
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Tennessee,4657.00,57.4
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Texas,10650.00,40.5
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Utah,826.00,32.1
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Vermont,375.00,43
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Virginia,3363.00,34.9
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Washington,3177.00,38.1
2017,Chronic lower respiratory diseases (J40-J47),CLRD,West Virginia,1681.00,64.3
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Wisconsin,2834.00,38.3
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Wyoming,366.00,53.8
2017,Diabetes mellitus (E10-E14),Diabetes,United States,83564.00,21.5
2017,Diabetes mellitus (E10-E14),Diabetes,Alabama,1173.00,19.8
2017,Diabetes mellitus (E10-E14),Diabetes,Alaska,130.00,19.3
2017,Diabetes mellitus (E10-E14),Diabetes,Arizona,2054.00,23.7
2017,Diabetes mellitus (E10-E14),Diabetes,Arkansas,1180.00,32.4
2017,Diabetes mellitus (E10-E14),Diabetes,California,9595.00,22.1
2017,Diabetes mellitus (E10-E14),Diabetes,Colorado,1017.00,17.2
2017,Diabetes mellitus (E10-E14),Diabetes,Connecticut,694.00,14.5
2017,Diabetes mellitus (E10-E14),Diabetes,Delaware,244.00,19.1
2017,Diabetes mellitus (E10-E14),Diabetes,District of Columbia,138.00,20.1
2017,Diabetes mellitus (E10-E14),Diabetes,Florida,6172.00,20.2
2017,Diabetes mellitus (E10-E14),Diabetes,Georgia,2348.00,21.5
2017,Diabetes mellitus (E10-E14),Diabetes,Hawaii,299.00,15.9
2017,Diabetes mellitus (E10-E14),Diabetes,Idaho,394.00,20.3
2017,Diabetes mellitus (E10-E14),Diabetes,Illinois,2927.00,19.2
2017,Diabetes mellitus (E10-E14),Diabetes,Indiana,2096.00,26.6
2017,Diabetes mellitus (E10-E14),Diabetes,Iowa,918.00,22.8
2017,Diabetes mellitus (E10-E14),Diabetes,Kansas,874.00,25.2
2017,Diabetes mellitus (E10-E14),Diabetes,Kentucky,1474.00,27.7
2017,Diabetes mellitus (E10-E14),Diabetes,Louisiana,1272.00,23.9
2017,Diabetes mellitus (E10-E14),Diabetes,Maine,395.00,19.8
2017,Diabetes mellitus (E10-E14),Diabetes,Maryland,1439.00,20.3
2017,Diabetes mellitus (E10-E14),Diabetes,Massachusetts,1321.00,15.1
2017,Diabetes mellitus (E10-E14),Diabetes,Michigan,2798.00,22.1
2017,Diabetes mellitus (E10-E14),Diabetes,Minnesota,1312.00,19.3
2017,Diabetes mellitus (E10-E14),Diabetes,Mississippi,1164.00,33.3
2017,Diabetes mellitus (E10-E14),Diabetes,Missouri,1605.00,21
2017,Diabetes mellitus (E10-E14),Diabetes,Montana,292.00,21.6
2017,Diabetes mellitus (E10-E14),Diabetes,Nebraska,575.00,25
2017,Diabetes mellitus (E10-E14),Diabetes,Nevada,609.00,18.3
2017,Diabetes mellitus (E10-E14),Diabetes,New Hampshire,340.00,19.2
2017,Diabetes mellitus (E10-E14),Diabetes,New Jersey,1908.00,16.9
2017,Diabetes mellitus (E10-E14),Diabetes,New Mexico,673.00,26.5
2017,Diabetes mellitus (E10-E14),Diabetes,New York,4176.00,16.8
2017,Diabetes mellitus (E10-E14),Diabetes,North Carolina,2903.00,23.6
2017,Diabetes mellitus (E10-E14),Diabetes,North Dakota,194.00,21.8
2017,Diabetes mellitus (E10-E14),Diabetes,Ohio,3740.00,25.2
2017,Diabetes mellitus (E10-E14),Diabetes,Oklahoma,1398.00,30.6
2017,Diabetes mellitus (E10-E14),Diabetes,Oregon,1243.00,23.9
2017,Diabetes mellitus (E10-E14),Diabetes,Pennsylvania,3704.00,21.1
2017,Diabetes mellitus (E10-E14),Diabetes,Rhode Island,275.00,18.8
2017,Diabetes mellitus (E10-E14),Diabetes,South Carolina,1535.00,24.5
2017,Diabetes mellitus (E10-E14),Diabetes,South Dakota,263.00,24.9
2017,Diabetes mellitus (E10-E14),Diabetes,Tennessee,1915.00,24
2017,Diabetes mellitus (E10-E14),Diabetes,Texas,5832.00,21.2
2017,Diabetes mellitus (E10-E14),Diabetes,Utah,596.00,22.9
2017,Diabetes mellitus (E10-E14),Diabetes,Vermont,163.00,19.2
2017,Diabetes mellitus (E10-E14),Diabetes,Virginia,1967.00,20.1
2017,Diabetes mellitus (E10-E14),Diabetes,Washington,1812.00,21.6
2017,Diabetes mellitus (E10-E14),Diabetes,West Virginia,864.00,34
2017,Diabetes mellitus (E10-E14),Diabetes,Wisconsin,1433.00,19.4
2017,Diabetes mellitus (E10-E14),Diabetes,Wyoming,121.00,18.1
2017,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,United States,647457.00,165
2017,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alabama,13110.00,223.2
2017,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alaska,814.00,135
2017,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Arizona,12398.00,141.9
2017,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Arkansas,8270.00,223.8
2017,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,California,62797.00,142.9
2017,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Colorado,7060.00,122.7
2017,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Connecticut,7138.00,141.6
2017,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Delaware,1990.00,158.4
2017,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,District of Columbia,1284.00,189.8
2017,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Florida,46440.00,145.8
2017,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Georgia,18389.00,175.8
2017,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Hawaii,2575.00,129.8
2017,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Idaho,3084.00,162.5
2017,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Illinois,25394.00,163.3
2017,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Indiana,14445.00,183.2
2017,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Iowa,7180.00,167.4
2017,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Kansas,5723.00,158
2017,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Kentucky,10343.00,195.9
2017,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Louisiana,11260.00,214.4
2017,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Maine,2844.00,143.5
2017,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Maryland,11653.00,164.5
2017,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Massachusetts,12140.00,134.7
2017,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Michigan,25187.00,196.1
2017,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Minnesota,8230.00,119.1
